,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
179,179,Male,0,Yes,No,61,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),20.549999237060547,1252.0,No
180,180,Female,0,No,No,1,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.950000762939453,29.950000762939453,Yes
181,181,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.29999923706055,45.29999923706055,No
182,182,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.6500244140625,Yes
183,183,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.300048828125,No
184,184,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.6500244140625,Yes
185,185,Female,0,Yes,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.799999237060547,24.799999237060547,Yes
186,186,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.79999923706055,1023.8499755859376,No
187,187,Male,0,No,No,3,No,,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.399999618530277,82.1500015258789,No
188,188,Female,0,No,No,13,Yes,No,No,,,,,,,One year,No,Electronic check,19.649999618530277,244.8000030517578,No
189,189,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.59999847412109,2379.10009765625,No
190,190,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9000015258789,3173.35009765625,No
191,191,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes
192,192,Female,0,Yes,Yes,69,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.75,1375.4000244140625,No
193,193,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.6999969482422,8129.2998046875,No
194,194,Male,0,Yes,Yes,59,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.299999237060547,1192.699951171875,No
195,195,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.5500030517578,1901.6500244140625,No
196,196,Male,0,Yes,Yes,24,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.100000381469727,587.4000244140625,No
197,197,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.3499984741211,6519.75,No
198,198,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.64990234375,No
199,199,Male,0,No,Yes,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.75,20.75,No
200,200,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9000015258789,2681.14990234375,No
201,201,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05000305175781,1112.300048828125,No
202,202,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.5500030517578,7405.5,No
203,203,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.30000305175781,1033.949951171875,No
204,204,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.8499984741211,2958.949951171875,No
205,205,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.94999694824219,2684.85009765625,No
206,206,Male,0,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45000076293945,4179.2001953125,No
207,207,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9000015258789,79.9000015258789,Yes
208,208,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.5999984741211,1934.449951171875,Yes
209,209,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.4499969482422,6654.10009765625,No
210,210,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes
211,211,Female,0,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No
212,212,Male,0,No,Yes,61,Yes,No,No,,,,,,,Two year,No,Mailed check,19.75,1124.199951171875,No
213,213,Female,0,Yes,Yes,29,Yes,No,No,,,,,,,One year,No,Electronic check,20.0,540.0499877929688,No
214,214,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.80000305175781,1975.8499755859373,No
215,215,Female,0,Yes,No,57,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.449951171875,No
216,216,Male,0,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.800048828125,No
217,217,Male,0,Yes,No,66,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.59999847412109,3789.199951171875,No
218,218,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.19999694824219,5324.5,No
219,219,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.5999755859375,No
220,220,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,268.3500061035156,Yes
221,221,Female,0,Yes,No,71,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.75,1836.9000244140625,No
222,222,Male,0,Yes,Yes,1,Yes,No,No,,,,,,,One year,Yes,Electronic check,20.200000762939453,20.200000762939453,No
223,223,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.04999923706055,179.35000610351562,Yes
224,224,Female,0,No,No,12,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.350000381469727,219.3500061035156,No
225,225,Male,0,No,No,24,No,,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.59999847412109,1288.75,No
226,226,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.1500015258789,2545.75,No
227,227,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.20000076293945,55.20000076293945,Yes
228,228,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9000015258789,2723.14990234375,No
229,229,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.30000305175781,4107.25,No
230,230,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.64990234375,No
231,231,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No
232,232,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.5999984741211,84.5999984741211,Yes
233,233,Female,0,No,No,72,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.25,1566.9000244140625,No
234,234,Female,0,No,No,29,Yes,Yes,No,,,,,,,Month-to-month,No,Electronic check,25.149999618530277,702.0,No
235,235,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.400001525878906,114.0999984741211,Yes
236,236,Female,0,No,No,10,No,,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.600000381469727,299.04998779296875,No
237,237,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1500015258789,1305.949951171875,No
238,238,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.300048828125,Yes
239,239,Male,0,No,No,16,Yes,No,No,,,,,,,Two year,No,Mailed check,19.75,284.3500061035156,No
240,240,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.5999984741211,6350.5,No
241,241,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.1999969482422,7878.2998046875,No
242,242,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.69999694824219,3187.64990234375,No
243,243,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4000015258789,6126.14990234375,No
244,244,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.79999923706055,731.2999877929688,No
245,245,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3499984741211,273.3999938964844,No
246,246,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.800048828125,No
247,247,Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,1074.300048828125,Yes
248,248,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.54999923706055,48.54999923706055,Yes
249,249,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.4501953125,No
250,250,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.5498046875,No
251,251,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4000015258789,147.14999389648438,Yes
252,252,Male,1,Yes,No,1,No,,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.20000076293945,40.20000076293945,Yes
253,253,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.69999694824219,2633.300048828125,No
254,254,Male,0,No,No,10,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.850000381469727,193.0500030517578,No
255,255,Female,0,Yes,Yes,67,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.54999923706055,4103.89990234375,No
256,256,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.0999984741211,7008.14990234375,No
257,257,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.3499984741211,5791.10009765625,No
258,258,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.59999847412109,80.55000305175781,Yes
259,259,Female,1,Yes,No,29,No,,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.6500244140625,No
260,260,Male,1,No,No,3,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.150001525878906,132.1999969482422,Yes
261,261,Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9000015258789,1364.300048828125,Yes
262,262,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8499984741211,4925.35009765625,No
263,263,Female,0,No,No,31,No,,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.84999847412109,1520.0999755859375,No
264,264,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3000030517578,5032.25,No
265,265,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.0999984741211,5526.75,No
266,266,Male,0,No,No,50,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.899999618530277,1195.25,No
267,267,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,No
268,268,Male,0,No,No,59,Yes,No,No,,,,,,,Two year,No,Mailed check,19.350000381469727,1099.5999755859375,Yes
269,269,Female,0,Yes,No,71,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),24.25,1732.949951171875,No
270,270,Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.4499969482422,1511.199951171875,Yes
271,271,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.14990234375,No
272,272,Male,0,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.799999237060547,24.799999237060547,Yes
273,273,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.0500030517578,2172.050048828125,No
274,274,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.5999984741211,70.5999984741211,Yes
275,275,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4000015258789,401.1000061035156,Yes
276,276,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0500030517578,5624.85009765625,Yes
277,277,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.94999694824219,1339.800048828125,No
278,278,Male,0,No,No,14,No,,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,771.9500122070312,No
279,279,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.54999923706055,244.75,No
280,280,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.150001525878906,322.8999938964844,No
281,281,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.20000076293945,498.25,No
282,282,Female,0,No,Yes,1,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,25.399999618530277,25.399999618530277,No
283,283,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45000076293945,3687.75,No
284,284,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.1500015258789,1779.949951171875,Yes
285,285,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.5999755859375,No
286,286,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.34999847412109,927.1500244140624,No
287,287,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes
288,288,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.5499877929688,Yes
289,289,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.84999847412109,435.3999938964844,Yes
290,290,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.0999984741211,1712.699951171875,Yes
291,291,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.20000076293945,2021.199951171875,No
292,292,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.80000305175781,1940.800048828125,No
293,293,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3499984741211,567.7999877929688,No
294,294,Female,0,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.700000762939453,220.3500061035156,No
295,295,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.25,20.25,No
296,296,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05000305175781,5436.4501953125,No
297,297,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8000030517578,3437.5,No
298,298,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55000305175781,3015.75,No
299,299,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.5999984741211,73.5999984741211,Yes
300,300,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9000015258789,1509.800048828125,No
301,301,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4499969482422,396.1000061035156,Yes
302,302,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4000015258789,356.6499938964844,No
303,303,Female,0,Yes,Yes,68,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.29999923706055,4109.0,No
304,304,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.8499984741211,3141.699951171875,No
305,305,Male,0,Yes,Yes,52,Yes,Yes,No,,,,,,,Two year,No,Mailed check,24.799999237060547,1229.0999755859375,No
306,306,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9000015258789,2303.35009765625,Yes
307,307,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55000305175781,2054.39990234375,No
308,308,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1500015258789,3741.85009765625,No
309,309,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.449951171875,No
310,310,Female,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No
311,311,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05000305175781,1886.25,No
312,312,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.0500030517578,4895.10009765625,No
313,313,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3499984741211,341.6000061035156,No
314,314,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5999984741211,415.5499877929688,Yes
315,315,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.0500030517578,5686.39990234375,No
316,316,Male,0,No,No,71,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),19.899999618530277,1355.0999755859375,No
317,317,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.30000305175781,3058.64990234375,Yes
318,318,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.1500015258789,2231.050048828125,Yes
319,319,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35009765625,No
320,320,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.44999694824219,4350.10009765625,Yes
321,321,Female,0,Yes,Yes,72,No,,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,No
322,322,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.79999923706055,44.79999923706055,No
323,323,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.59999847412109,422.2999877929688,No
324,324,Male,0,No,No,69,No,,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.04999923706055,4176.7001953125,No
325,325,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.6999969482422,5138.10009765625,No
326,326,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9000015258789,880.0499877929688,No
327,327,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3499984741211,139.0500030517578,Yes
328,328,Female,1,Yes,Yes,28,No,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.900001525878906,973.6500244140624,No
329,329,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.6500015258789,1470.050048828125,No
330,330,Female,0,Yes,Yes,35,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.850000381469727,739.3499755859375,No
331,331,Female,0,No,No,8,Yes,No,No,,,,,,,One year,Yes,Mailed check,19.200000762939453,161.9499969482422,No
332,332,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9000015258789,4422.9501953125,No
333,333,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.8499984741211,511.25,Yes
334,334,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.5999984741211,155.8000030517578,Yes
335,335,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.80000305175781,5293.9501953125,Yes
336,336,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.5999984741211,4759.85009765625,Yes
337,337,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.1500015258789,6148.4501953125,No
338,338,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8000030517578,3565.64990234375,No
339,339,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4000015258789,6603.0,Yes
340,340,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.650001525878906,1830.0999755859373,No
341,341,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.7998046875,No
342,342,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.44999694824219,4508.64990234375,No
343,343,Male,0,No,No,63,Yes,No,No,,,,,,,One year,No,Mailed check,20.5,1328.1500244140625,No
344,344,Female,0,No,Yes,41,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),20.25,865.0,No
345,345,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.0999984741211,72.0999984741211,No
346,346,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4000015258789,168.1999969482422,Yes
347,347,Female,0,Yes,No,70,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.450000762939453,1303.5,No
348,348,Female,0,No,No,23,No,,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95000076293945,996.8499755859376,No
349,349,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.89990234375,No
350,350,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.79999923706055,2278.75,No
